Pulse,Dose1,Dose2
2226,35389.48,21078.96
2227,35405.08,21088.86
2228,35377.78,21073.76
2229,35408.18,21093.66
2230,35430.18,21103.16
2231,35412.88,21094.56
2232,35427.88,21104.86
2233,35447.48,21116.06
2234,35382.38,21075.16
2235,35428.68,21103.56
2236,35441.78,21110.66
2237,35386.58,21077.56
2238,35393.18,21078.26
2239,35419.28,21096.26
2240,35415.88,21095.96
2241,35412.07,21092.46
2242,35430.08,21103.16
2243,35388.88,21081.16
2244,35408.08,21092.36
2245,35432.78,21105.86
2246,35397.68,21084.06
2247,35396.68,21082.16
2248,35434.18,21104.76
2249,35405.98,21092.56
2250,35405.98,21088.16
2251,35426.58,21101.96
2252,35395.68,21084.26
2253,35417.58,21096.56
2254,35416.68,21096.36
2255,35390.68,21080.16
2256,35417.18,21093.96
2257,35435.38,21107.96
2258,35406.38,21089.26
2259,35418.48,21097.46
2260,35457.08,21117.76
2261,35418.28,21096.06
2262,35411.08,21091.76
2263,35425.08,21102.36
2264,35383.98,21074.06
2265,35366.38,21066.56
2266,35414.48,21096.06
2267,35399.78,21084.56
2268,35420.18,21095.46
2269,35425.98,21099.96
2270,35449.68,21114.86
2271,35405.28,21087.76
2272,35418.08,21098.56
2273,35403.88,21087.76
2274,35403.58,21086.46
2275,35418.18,21093.96
2276,35407.18,21090.36
2277,35410.18,21092.56
2278,35427.88,21103.36
2279,35424.48,21098.46
2280,35419.68,21096.26
2281,35410.58,21091.56
2282,35405.48,21090.16
2283,35428.18,21100.56
2284,35399.08,21086.36
2285,35385.58,21080.26
2286,35408.98,21094.46
2287,35410.18,21092.26
2288,35396.88,21086.16
2289,35424.18,21101.06
2290,35419.98,21098.96
2291,35430.68,21103.86
2292,35433.08,21106.86
2293,35424.48,21098.96
2294,35411.48,21094.06
2295,35413.58,21095.16
2296,35395.38,21084.16
2297,35383.78,21075.56
2298,35412.78,21096.16
2299,35408.58,21090.96
2300,35429.08,21103.66
2301,35433.58,21106.76
2302,35426.28,21102.56
2303,35394.18,21082.46
2304,35427.98,21102.36
2305,35414.98,21096.26
2306,35380.08,21074.06
2307,35402.98,21088.66
2308,35435.08,21108.16
2309,35383.88,21076.06
2310,35417.98,21096.86
2311,35452.08,21116.06
2312,35403.18,21087.46
2313,35418.68,21095.36
2314,35461.68,21122.76
2315,35401.08,21088.36
2316,35383.08,21076.16
2317,35399.08,21088.36
2318,35370.38,21069.16
2319,35413.28,21093.86
2320,35427.88,21102.76
2321,35367.28,21066.56
2322,35397.28,21083.26
2323,35478.18,21132.06
2324,35417.28,21094.46
2325,35398.88,21084.26
2326,35470.28,21123.76
2327,35413.18,21098.26
2328,35379.78,21072.16
2329,35414.78,21094.66
2330,35412.38,21093.56
2331,35377.88,21073.46
2332,35442.38,21112.06
2333,35423.28,21102.26
2334,35394.48,21082.96
2335,35449.48,21116.06
2336,35450.08,21118.06
2337,35410.58,21090.66
2338,35415.68,21094.76
2339,35383.28,21074.06
2340,35385.48,21076.36
2341,35399.98,21088.06
2342,35425.28,21099.86
2343,35410.78,21090.36
2344,35440.08,21109.06
2345,35411.98,21094.06
2346,35379.18,21072.86
2347,35401.88,21089.16
2348,35431.18,21105.36
2349,35382.08,21076.26
2350,35411.38,21093.76
2351,35435.68,21107.16
2352,35396.78,21085.16
2353,35436.58,21107.66
2354,35446.38,21114.46
2355,35428.58,21103.86
2356,35419.28,21097.56
2357,35407.98,21093.66
2358,35386.18,21077.76
2359,35414.38,21092.26
2360,35404.18,21087.06
2361,35408.88,21092.26
2362,35412.98,21095.86
2363,35410.68,21091.16
2364,35400.78,21085.36
2365,35416.38,21092.26
2366,35436.08,21107.96
2367,35428.88,21102.36
2368,35426.58,21101.76
2369,35394.78,21081.06
2370,35368.58,21068.86
2371,35419.58,21097.86
2372,35405.18,21089.16
2373,35386.88,21077.16
2374,35433.68,21108.66
2375,35413.88,21096.56
2376,35411.88,21094.16
2377,35427.08,21103.26
2378,35429.08,21104.06
2379,35407.28,21090.16
2380,35449.88,21110.96
2381,35440.88,21106.96
2382,35409.88,21091.56
2383,35435.08,21106.26
2384,35379.48,21073.86
2385,35376.98,21069.86
2386,35406.58,21090.06
2387,35399.58,21087.46
2388,35417.28,21093.76
2389,35429.18,21104.46
2390,35437.18,21107.36
2391,35403.58,21087.66
2392,35421.68,21098.36
2393,35438.48,21108.06
2394,35393.48,21080.96
2395,35427.98,21100.26
2396,35416.08,21096.26
2397,35373.28,21069.26
2398,35415.38,21093.36
2399,35429.08,21101.76
2400,35401.78,21086.26
2401,35430.68,21104.16
2402,35441.88,21112.26
2403,35428.88,21103.86
2404,35407.58,21087.86
2405,35395.98,21083.66
2406,35392.58,21083.76
2407,35399.78,21085.06
2408,35411.58,21093.96
2409,35383.68,21078.56
2410,35454.18,21117.26
2411,35440.18,21108.16
2412,35405.58,21089.56
2413,35436.48,21105.06
2414,35419.68,21101.26
2415,35355.78,21061.06
2416,35376.98,21072.56
2417,35408.08,21091.06
2418,35401.48,21085.06
2419,35429.08,21102.76
2420,35434.98,21108.36
2421,35434.78,21107.36
2422,35445.58,21110.16
2423,35409.48,21090.86
2424,35383.88,21075.56
2425,35422.28,21096.26
2426,35436.28,21106.46
2427,35430.58,21100.46
2428,35396.48,21086.66
2429,35370.48,21068.36
2430,35394.98,21083.36
2431,35428.08,21099.56
2432,35395.18,21082.76
2433,35433.98,21104.16
2434,35466.38,21122.46
2435,35430.88,21102.86
2436,35392.68,21080.06
2437,35410.88,21092.56
2438,35378.08,21072.36
2439,35381.28,21072.16
2440,35419.18,21097.76
2441,35413.28,21091.96
2442,35405.28,21086.66
2443,35445.78,21117.16
2444,35430.88,21104.96
2445,35417.08,21093.16
2446,35419.08,21095.06
2447,35408.68,21091.76
2448,35346.88,21053.36
2449,35397.08,21082.36
2450,35417.98,21093.06
2451,35417.58,21092.06
2452,35465.18,21122.26
2453,35455.38,21117.86
2454,35387.78,21075.86
2455,35420.78,21094.96
2456,35417.57,21094.86
2457,35356.88,21057.96
2458,35380.88,21078.06
2459,35407.68,21090.36
2460,35413.08,21095.76
2461,35428.28,21102.06
2462,35478.78,21133.06
2463,35424.58,21100.76
2464,35431.18,21100.76
2465,35434.38,21107.06
2466,35346.88,21054.06
2467,35370.18,21065.86
2468,35428.38,21104.96
2469,35413.88,21091.86
2470,35407.58,21087.76
2471,35470.08,21125.66
2472,35437.88,21108.66
2473,35411.28,21090.26
2474,35431.28,21104.06
2475,35392.08,21083.96
2476,35384.68,21076.16
2477,35410.98,21091.86
2478,35389.58,21079.76
2479,35380.18,21074.96
2480,35447.28,21111.76
2481,35444.18,21112.26
2482,35424.98,21098.56
2483,35440.28,21110.56
2484,35407.48,21091.36
2485,35373.98,21071.06
2486,35389.08,21079.76
2487,35404.68,21083.96
2488,35416.78,21096.36
2489,35437.28,21106.66
2490,35433.78,21104.16
2491,35437.78,21106.86
2492,35421.28,21094.36
2493,35383.18,21075.66
2494,35384.88,21073.86
2495,35415.88,21095.46
2496,35405.88,21087.96
2497,35420.18,21099.36
2498,35435.78,21105.96
2499,35406.78,21089.16
2500,35431.68,21102.56
2501,35425.28,21102.56
2502,35386.08,21079.96
2503,35392.98,21081.26
2504,35433.18,21105.76
2505,35404.88,21087.16
2506,35407.68,21088.46
2507,35431.88,21105.86
2508,35399.18,21088.66
2509,35402.28,21085.56
2510,35433.48,21106.16
2511,35397.28,21085.36
2512,35413.58,21091.56
2513,35423.58,21100.36
2514,35388.58,21079.16
2515,35416.98,21093.36
2516,35439.88,21108.86
2517,35388.28,21074.96
2518,35373.18,21066.26
2519,35466.58,21124.66
2520,35384.48,21077.36
2521,35379.18,21073.96
2522,35464.18,21120.56
2523,35407.98,21088.76
2524,35402.48,21083.86
2525,35446.98,21110.66
2526,35422.08,21095.36
2527,35387.68,21078.26
2528,35404.28,21087.66
2529,35342.78,21049.36
2530,35421.98,21098.86
2531,35432.08,21104.66
2532,35403.58,21085.46
2533,35482.48,21132.56
2534,35470.78,21129.16
2535,35365.78,21063.96
2536,35361.28,21061.86
2537,35410.88,21090.06
2538,35321.48,21038.06
2539,35389.38,21076.56
2540,35486.78,21139.26
2541,35453.18,21119.06
2542,35433.48,21098.86
2543,35499.08,21145.06
2544,35358.98,21060.56
2545,35284.18,21014.66
2546,35452.08,21118.66
2547,35387.58,21079.96
2548,35408.78,21090.66
2549,35544.48,21168.16
2550,35496.88,21143.96
2551,35383.68,21075.96
2552,35434.28,21105.06
2553,35346.38,21054.26
2554,35269.58,21004.16
2555,35406.68,21089.86
2556,35437.48,21106.96
2557,35443.88,21106.76
2558,35522.68,21154.36
2559,35505.78,21148.66
2560,35391.78,21077.76
2561,35382.88,21073.86
2562,35383.28,21075.86
2563,35301.28,21025.96
2564,35377.08,21072.36
2565,35426.48,21102.76
2566,35445.38,21111.16
2567,35475.48,21129.56
2568,35475.28,21126.16
2569,35410.08,21089.16
2570,35395.68,21081.76
2571,35407.38,21088.96
2572,35353.18,21058.06
2573,35388.88,21077.26
2574,35438.28,21107.46
2575,35419.08,21096.26
2576,35446.88,21108.56
2577,35463.98,21120.46
2578,35430.58,21100.96
2579,35388.58,21078.56
2580,35407.98,21086.76
2581,35372.18,21068.96
2582,35391.58,21077.06
2583,35413.58,21093.46
2584,35398.48,21084.36
2585,35431.48,21103.36
2586,35450.18,21115.46
2587,35432.28,21101.56
2588,35418.08,21095.46
2589,35399.78,21084.46
2590,35369.28,21067.66
2591,35395.08,21083.56
2592,35405.98,21087.16
2593,35398.28,21080.56
2594,35453.38,21114.36
2595,35433.38,21101.76
2596,35442.98,21109.66
2597,35432.38,21103.06
2598,35416.78,21093.56
2599,35377.18,21070.86
2600,35394.48,21085.26
2601,35390.68,21074.86
2602,35379.58,21070.76
2603,35449.08,21114.86
2604,35449.08,21113.46
2605,35430.98,21101.36
2606,35442.78,21109.86
2607,35425.38,21101.96
2608,35376.18,21068.86
2609,35402.58,21085.56
2610,35399.58,21084.66
2611,35344.18,21051.16
2612,35397.58,21083.26
2613,35425.48,21102.56
2614,35419.28,21096.26
2615,35483.57,21133.76
2616,35451.58,21116.46
2617,35409.98,21088.66
2618,35429.08,21101.16
2619,35406.68,21087.86
2620,35333.78,21044.66
2621,35371.18,21068.86
2622,35416.38,21096.16
2623,35405.28,21082.86
2624,35465.18,21122.16
2625,35489.88,21136.46
2626,35428.88,21101.56
2627,35396.98,21081.16
2628,35407.48,21089.86
2629,35327.68,21041.96
2630,35381.78,21072.26
2631,35416.88,21094.36
2632,35433.68,21099.06
2633,35475.98,21127.36
2634,35486.38,21134.86
2635,35421.28,21095.56
2636,35392.18,21081.16
2637,35383.88,21075.16
2638,35333.78,21045.36
2639,35377.78,21070.76
2640,35427.98,21102.16
2641,35403.28,21088.76
2642,35398.58,21083.46
2643,35473.48,21130.86
2644,35448.68,21112.06
2645,35412.58,21089.66
2646,35457.18,21118.26
2647,35362.28,21061.46
2648,35254.28,20993.86
2649,35424.18,21101.36
2650,35343.98,21052.76
2651,35391.08,21076.26
2652,35540.18,21168.36
2653,35506.78,21147.06
2654,35480.08,21131.46
2655,35484.98,21133.96
2656,35324.98,21040.16
2657,35247.38,20990.36
2658,35368.08,21062.36
2659,35361.38,21062.46
2660,35434.48,21104.26
2661,35568.78,21187.76
2662,35529.48,21163.66
2663,35461.18,21118.86
2664,35429.18,21102.46
2665,35372.38,21067.26
2666,35269.07,21005.56
2667,35360.88,21059.56
2668,35413.18,21094.86
2669,35426.48,21102.36
2670,35480.08,21131.96
2671,35525.08,21158.26
2672,35418.58,21094.46
2673,35378.28,21071.06
2674,35406.18,21088.46
2675,35335.48,21046.06
2676,35371.78,21068.86
2677,35437.88,21105.76
2678,35432.18,21104.76
2679,35395.68,21084.16
2680,35442.57,21110.56
2681,35435.68,21103.46
2682,35388.48,21081.46
2683,35415.28,21096.66
2684,35420.18,21097.86
2685,35426.88,21097.76
2686,35418.58,21093.06
2687,35435.08,21105.26
2688,35389.68,21082.26
2689,35360.18,21062.96
2690,35420.68,21095.86
2691,35394.48,21082.76
2692,35441.18,21108.86
2693,35471.98,21123.86
2694,35450.08,21116.86
2695,35412.08,21090.96
2696,35394.68,21081.36
2697,35359.38,21058.66
2698,35332.18,21041.76
2699,35409.28,21089.86
2700,35417.48,21094.96
2701,35435.38,21105.06
2702,35470.68,21124.56
2703,35481.38,21132.56
2704,35391.58,21078.46
2705,35345.28,21051.66
2706,35397.18,21084.56
2707,35351.28,21055.86
2708,35395.78,21080.26
2709,35491.98,21140.96
2710,35472.78,21126.76
2711,35428.08,21097.96
2712,35445.18,21110.76
2713,35361.48,21062.06
2714,35312.08,21032.26
2715,35411.08,21092.16
2716,35395.78,21082.46
2717,35410.58,21088.96
2718,35497.88,21140.56
2719,35484.48,21136.66
2720,35440.18,21105.46
2721,35440.78,21108.56
2722,35371.38,21067.56
2723,35320.18,21037.16
2724,35393.58,21079.96
2725,35391.88,21082.06
2726,35429.28,21100.06
2727,35474.88,21125.06
2728,35479.98,21130.66
2729,35428.08,21101.76
2730,35412.38,21090.86
2731,35391.28,21079.46
2732,35347.48,21052.56
2733,35396.98,21084.46
2734,35418.68,21095.16
2735,35410.48,21090.16
2736,35455.28,21114.56
2737,35441.98,21108.56
2738,35433.78,21105.76
2739,35423.58,21098.76
2740,35403.38,21088.86
2741,35383.38,21075.16
2742,35398.48,21084.96
2743,35384.48,21073.46
2744,35395.88,21081.16
2745,35420.38,21095.86
2746,35414.08,21092.86
2747,35442.88,21109.06
2748,35447.78,21113.46
2749,35422.98,21098.06
2750,35413.38,21092.36
2751,35399.88,21084.06
2752,35386.48,21080.16
2753,35359.18,21058.06
2754,35426.68,21099.06
2755,35417.28,21094.16
2756,35433.58,21102.26
2757,35464.08,21122.36
2758,35456.68,21116.76
2759,35397.18,21085.46
2760,35404.48,21087.36
2761,35359.78,21060.06
2762,35368.88,21066.06
2763,35307.18,21025.26
2764,35416.98,21094.66
2765,35477.38,21130.76
2766,35436.18,21104.26
2767,35441.68,21111.16
2768,35468.48,21124.76
2769,35313.08,21031.36
2770,35377.38,21073.26
2771,35448.18,21114.96
2772,35417.68,21093.66
2773,35451.98,21115.96
2774,35493.58,21139.86
2775,35391.58,21079.56
2776,35319.08,21036.36
2777,35421.18,21096.76
2778,35356.98,21058.16
2779,35388.98,21075.56
2780,35489.68,21137.56
2781,35496.88,21142.06
2782,35412.18,21092.36
2783,35420.38,21097.26
2784,35416.28,21093.76
2785,35298.68,21024.56
2786,35395.88,21080.26
2787,35442.08,21112.46
2788,35423.48,21099.76
2789,35469.58,21126.96
2790,35484.58,21135.76
2791,35358.58,21060.76
2792,35335.08,21042.76
2793,35416.18,21094.06
2794,35339.88,21046.76
2795,35375.68,21068.86
2796,35514.48,21151.66
2797,35477.18,21131.86
2798,35435.28,21105.86
2799,35455.38,21114.46
2800,35372.08,21071.36
2801,35269.28,21006.66
2802,35395.68,21081.46
2803,35383.68,21073.06
2804,35381.18,21072.46
2805,35533.68,21164.96
2806,35531.18,21165.36
2807,35407.88,21089.56
2808,35400.38,21084.56
2809,35399.78,21081.76
2810,35262.18,21003.26
2811,35378.08,21066.36
2812,35467.98,21125.46
2813,35464.28,21124.16
2814,35507.18,21144.06
2815,35538.58,21165.76
2816,35406.48,21087.86
2817,35307.18,21029.86
2818,35361.68,21059.26
2819,35310.48,21033.36
2820,35358.78,21058.56
2821,35471.78,21126.96
2822,35487.28,21135.56
2823,35472.68,21125.76
2824,35483.58,21133.66
2825,35435.18,21107.56
2826,35334.48,21046.96
2827,35376.18,21069.96
2828,35373.28,21070.96
2829,35378.38,21072.96
2830,35442.88,21109.66
2831,35487.08,21134.46
2832,35467.58,21122.66
2833,35430.38,21097.16
2834,35415.38,21093.96
2835,35342.38,21050.96
2836,35371.98,21064.66
2837,35384.68,21074.66
2838,35427.68,21099.76
2839,35439.88,21106.46
2840,35451.68,21117.16
2841,35436.88,21104.76
2842,35372.78,21067.96
2843,35418.58,21094.26
2844,35399.18,21084.96
2845,35370.68,21066.46
2846,35447.28,21108.46
2847,35466.98,21120.06
2848,35422.38,21098.26
2849,35386.18,21071.66
2850,35426.57,21099.76
2851,35369.48,21067.06
2852,35374.28,21065.36
2853,35426.98,21101.36
2854,35439.48,21107.06
2855,35403.38,21085.76
2856,35434.88,21107.66
2857,35438.98,21107.86
2858,35350.78,21054.16
2859,35405.78,21087.76
2860,35409.78,21090.86
2861,35396.38,21083.06
2862,35438.28,21107.46
2863,35460.88,21118.96
2864,35409.38,21090.36
2865,35375.18,21070.26
2866,35432.98,21105.16
2867,35362.78,21061.66
2868,35385.08,21075.16
2869,35448.58,21114.46
2870,35444.78,21111.26
2871,35439.08,21103.46
2872,35464.78,21123.06
2873,35422.48,21096.16
2874,35352.88,21057.26
2875,35406.98,21088.06
2876,35343.08,21051.66
2877,35381.78,21071.26
2878,35475.18,21125.86
2879,35478.38,21130.86
2880,35439.38,21107.36
2881,35460.58,21118.86
2882,35426.48,21099.16
2883,35324.88,21037.66
2884,35374.78,21069.26
2885,35378.18,21073.06
2886,35365.78,21063.26
2887,35451.98,21114.16
2888,35479.38,21132.06
2889,35418.68,21096.26
2890,35439.78,21105.46
2891,35451.88,21117.76
2892,35360.98,21060.06
2893,35378.58,21068.86
2894,35421.48,21097.56
2895,35388.68,21080.46
2896,35416.48,21093.76
2897,35453.68,21114.36
2898,35419.38,21096.66
2899,35418.18,21094.66
2900,35452.68,21110.96
2901,35399.68,21084.26
2902,35360.68,21057.46
2903,35420.18,21095.26
2904,35417.38,21093.46
2905,35430.38,21101.16
2906,35426.88,21098.86
2907,35424.78,21094.66
2908,35400.98,21083.06
2909,35403.98,21085.16
2910,35411.28,21090.16
2911,35401.88,21084.36
2912,35412.08,21091.26
2913,35417.48,21093.26
2914,35418.28,21093.46
2915,35397.98,21080.56
2916,35426.08,21101.56
2917,35421.88,21097.46
2918,35398.98,21083.26
2919,35415.28,21092.06
2920,35427.98,21100.96
2921,35386.78,21077.36
2922,35395.68,21080.46
2923,35430.48,21101.86
2924,35401.48,21083.96
2925,35382.78,21074.26
2926,35449.78,21115.96
2927,35408.78,21090.36
2928,35423.58,21095.16
2929,35443.28,21110.26
2930,35416.78,21094.66
2931,35385.28,21074.86
2932,35427.68,21097.96
2933,35401.38,21085.56
2934,35371.48,21067.86
2935,35439.18,21107.46
2936,35422.88,21099.76
2937,35420.18,21096.86
2938,35454.28,21115.16
2939,35423.58,21098.06
2940,35372.98,21067.16
2941,35404.28,21086.16
2942,35392.58,21075.46
2943,35369.48,21065.56
2944,35430.38,21101.76
2945,35416.08,21094.16
2946,35400.48,21084.06
2947,35425.88,21099.46
2948,35435.48,21103.96
2949,35389.18,21076.56
2950,35418.58,21095.26
2951,35436.78,21107.06
2952,35382.18,21071.86
2953,35412.58,21092.56
2954,35421.98,21097.06
2955,35421.08,21096.06
2956,35415.28,21090.26
2957,35438.38,21104.46
2958,35397.38,21083.96
2959,35409.58,21089.16
2960,35429.38,21102.16
2961,35384.78,21074.46
2962,35401.28,21085.76
2963,35423.08,21098.86
2964,35399.58,21081.96
2965,35416.48,21091.76
2966,35430.48,21101.06
2967,35411.38,21089.36
2968,35417.28,21095.96
2969,35443.28,21109.56
2970,35394.38,21082.06
2971,35403.88,21088.46
2972,35415.88,21093.66
2973,35410.28,21089.76
2974,35423.08,21101.16
2975,35410.58,21091.96
2976,35424.28,21100.16
2977,35414.68,21090.56
2978,35414.98,21092.56
2979,35407.58,21088.86
2980,35418.88,21091.86
2981,35415.18,21093.16
2982,35403.58,21086.56
2983,35408.68,21088.56
2984,35371.08,21067.06
2985,35387.98,21076.76
2986,35424.98,21100.36
2987,35425.28,21099.56
2988,35403.88,21086.56
2989,35424.68,21098.96
2990,35412.28,21091.86
2991,35388.98,21077.36
2992,35440.38,21111.46
2993,35418.38,21096.56
2994,35393.78,21079.16
2995,35428.68,21101.66
2996,35423.28,21099.26
2997,35393.58,21081.56
2998,35437.28,21106.16
2999,34909.58,20790.86
